id_compra,sexo_biologico,idade_cliente,regiao_cliente,categoria_produto,preco_unitario,quantidade,total_compra,tempo_entrega,avaliacao
baff5eeb-186d-4201-bc32-038baf56b068,Feminino,19,Sul,Eletrônicos,1910.32,3,5730.96,4,5
7767cab2-8d52-43ac-a68e-49c5ad91a7f4,Feminino,24,Nordeste,Casa e Mobílias,1448.81,2,2897.62,16,1
018b1625-3eea-4d72-950c-881d516686e2,Feminino,32,Sudeste,Papelaria e Escritório,263.18,5,1315.9,14,2
f887e53a-9468-4c6d-b0fd-5f2b79f22ad6,Masculino,42,Nordeste,Ferramentas e Construção,472.33,7,3306.31,9,5
f133d0ce-7813-43db-b03a-4a93884e10ee,Masculino,53,Nordeste,Eletrônicos,62.32,5,311.6,10,5
a60d6080-c147-49a5-a4af-a738f4749126,Feminino,28,Sudeste,Esporte e Lazer,627.11,2,1254.22,14,4
399a3765-c43e-434f-b9eb-8cb7eb4a21ff,Feminino,26,Sul,Livros,129.11,4,516.44,10,4
da439ae5-bef2-4563-ad28-106ddf98370b,Feminino,32,Centro-Oeste,"Roupas, Calçados e Acessórios",409.08,1,409.08,12,5
460f568c-993e-41cd-a01b-a61e932efffe,Feminino,28,Sudeste,Esporte e Lazer,773.84,7,5416.88,16,5
d0f12425-ea3a-4b3d-ad93-9bbc18bd2deb,Feminino,23,Sudeste,Esporte e Lazer,242.58,2,485.16,11,1
13856401-3ec6-4217-9a75-26bb81d45d4f,Feminino,32,Nordeste,Beleza e Cuidados Pessoais,99.5,2,199.0,15,1
30956a5e-55f8-4378-8454-2b228dc0242e,Masculino,40,Nordeste,Brinquedos,174.61,2,349.22,9,5
0408e69a-fadf-48b6-9ac6-75e54b1d1712,Masculino,47,Centro-Oeste,Beleza e Cuidados Pessoais,192.21,2,384.42,10,4
2f1e1546-869e-44c0-87e8-c84f23a87f66,Masculino,41,Centro-Oeste,"Roupas, Calçados e Acessórios",545.25,2,1090.5,11,2
e2188aa4-eec4-4763-90b9-602349df781c,Masculino,36,Sudeste,Esporte e Lazer,172.35,1,172.35,15,2
3b85f523-39d9-4dd0-9fb1-06ed784581a9,Feminino,26,Nordeste,Casa e Mobílias,1322.99,7,9260.93,15,2
a9fa4f2d-6489-4841-947b-54072506fe98,Masculino,37,Sudeste,Eletrônicos,96.03,2,192.06,9,2
1b037006-1fb2-4150-86f1-9d7859904891,Feminino,35,Sudeste,Papelaria e Escritório,264.46,1,264.46,8,2
ca23532a-184f-4439-9f75-e4431f247265,Feminino,24,Sul,"Roupas, Calçados e Acessórios",294.7,3,884.1,6,5
ad5d8277-17de-4cdf-8a62-5608f6be3774,Masculino,40,Norte,"Roupas, Calçados e Acessórios",882.68,9,7944.12,15,4
f867f690-a215-47b8-93bd-c95c65bd1cf8,Masculino,45,Nordeste,Casa e Mobílias,784.31,5,3921.55,18,4
7c8bac8b-1a1e-4ea4-a98e-73a665aa59ce,Feminino,30,Norte,Casa e Mobílias,661.05,1,661.05,11,1
36ec3ad0-eec3-4320-ab97-98b5f1d14a53,Masculino,36,Norte,Beleza e Cuidados Pessoais,179.73,2,359.46,10,5
9cdd5903-c453-40ba-b89f-f7166bd71315,Masculino,34,Sudeste,Livros,346.57,4,1386.28,16,3
111848d0-f661-45a6-b86c-86f115ff0db6,Masculino,31,Nordeste,Eletrônicos,557.84,3,1673.52,12,4
976f5b70-0896-4ca7-bd3d-3096c1267814,Masculino,28,Centro-Oeste,"Roupas, Calçados e Acessórios",612.53,1,612.53,11,3
26125620-31ee-4e74-90eb-e9f873364a03,Feminino,29,Norte,Casa e Mobílias,602.67,7,4218.69,13,5
8061f560-32ae-4479-bc46-5460c918135d,Feminino,25,Centro-Oeste,Casa e Mobílias,756.52,2,1513.04,16,4
7ad9ac1d-a470-4eb0-8b22-677a8a90c46c,Feminino,30,Sudeste,Eletrônicos,1781.53,2,3563.06,4,2
e9671b89-b58e-4b0a-ab3f-ef4674ebe3de,Feminino,27,Sul,Alimentos e Bebidas,91.57,6,549.42,1,4
d2277222-f58c-4c91-83e7-0c144de56715,Feminino,27,Centro-Oeste,Casa e Mobílias,234.76,2,469.52,16,4
6950e53a-c9b3-4e9a-901c-2f622692f4f3,Masculino,51,Nordeste,Eletrônicos,1842.94,4,7371.76,3,4
2fc40276-f19d-4016-8463-17cc09dee918,Feminino,37,Centro-Oeste,Livros,321.29,2,642.58,9,5
8d79a168-9555-429e-aa7e-30aedf3ca492,Feminino,23,Sudeste,Casa e Mobílias,1401.25,1,1401.25,15,4
1c052dd8-e653-4d9c-aef8-d3e8e47fa9cc,Feminino,27,Nordeste,Eletrônicos,204.15,4,816.6,7,4
0d420667-321d-4549-afc4-5053d5ee7e8e,Feminino,46,Sul,Eletrônicos,111.15,3,333.45,10,1
8523c58c-330a-40d9-bffc-3bd5a65cf6cb,Masculino,38,Nordeste,Brinquedos,334.22,5,1671.1,6,4
fc67cf29-2e36-48d1-ad63-5ebac778cf09,Masculino,39,Sudeste,Brinquedos,74.7,1,74.7,15,2
5ebaa21d-e1e5-4145-987c-07163f79d046,Masculino,30,Nordeste,Ferramentas e Construção,473.34,4,1893.36,14,1
1f1e506d-23cb-4104-ba26-c5860f2eb1fe,Masculino,31,Nordeste,Eletrônicos,1183.75,2,2367.5,8,3
bb94387f-58d8-4b5f-96b5-6316f4492448,Feminino,37,Sul,"Roupas, Calçados e Acessórios",105.31,3,315.93,16,1
c40963c1-b0a1-4460-989f-856eec0dd8fb,Feminino,37,Nordeste,Eletrônicos,1642.18,4,6568.72,9,1
816dab83-f809-48fd-a5a5-4ba902415ca7,Masculino,44,Sudeste,Esporte e Lazer,295.51,3,886.53,12,4
2e6558df-2916-4097-95a0-5fcb9a67030a,Feminino,22,Sudeste,Papelaria e Escritório,115.06,3,345.18,16,3
13c01a70-847c-4f3d-8381-610ff6678481,Masculino,31,Sul,Alimentos e Bebidas,77.55,5,387.75,10,5
c2ff59fa-b3e3-47f6-80fa-37da398041fb,Masculino,48,Centro-Oeste,Alimentos e Bebidas,131.16,2,262.32,8,4
4f5af078-cd13-4cc7-93bb-bc303b755844,Masculino,40,Centro-Oeste,Esporte e Lazer,167.92,4,671.68,10,3
f6f58f76-c037-4040-82aa-e85ddd55dc5d,Masculino,48,Nordeste,Eletrônicos,1831.75,2,3663.5,6,3
c78d4a06-3ab2-40b9-b08b-351612b3a7be,Feminino,31,Sul,Livros,194.57,4,778.28,6,5
e8a9a9bb-a3f6-4309-8629-55eab686afdb,Masculino,44,Norte,Eletrônicos,324.04,3,972.12,6,5
5dfce996-f69f-4784-9203-e7d69da51a5e,Feminino,33,Sudeste,Casa e Mobílias,905.04,3,2715.12,14,3
b44ccb26-b545-46dc-8b37-6f7db9442f55,Feminino,31,Sul,Livros,138.84,4,555.36,12,2
bd156a4d-657d-4ba9-8c89-ce7a3176545c,Masculino,39,Sudeste,Beleza e Cuidados Pessoais,119.9,4,479.6,7,3
9f9dbb6a-c2bf-412f-978a-601290e98b24,Feminino,41,Centro-Oeste,"Roupas, Calçados e Acessórios",288.19,5,1440.95,15,5
d9476ee1-4bad-4061-adf9-507a9eb64f40,Feminino,45,Nordeste,Casa e Mobílias,795.9,6,4775.4,13,5
ef13c226-09b0-4b0d-af74-62b2a3559acd,Masculino,40,Sudeste,Livros,142.4,5,712.0,11,4
ff0a2f34-3af8-41a6-8b20-f4193dbd00fd,Feminino,30,Sudeste,Brinquedos,288.34,7,2018.38,14,5
eb5a7c78-7aa6-4e26-86f5-a48720c7b502,Masculino,33,Nordeste,Livros,242.33,3,726.99,8,5
5e04d7e6-5ba4-4dc9-b5bd-374db1928d5a,Masculino,43,Norte,"Roupas, Calçados e Acessórios",214.89,2,429.78,8,3
5c93664c-9527-45db-9f1d-8b5f6e351c9f,Masculino,33,Centro-Oeste,Casa e Mobílias,432.23,7,3025.61,12,5
11e40b47-bcfe-46a8-95ce-d712de15f855,Feminino,40,Centro-Oeste,Alimentos e Bebidas,116.57,6,699.42,9,2
20b463a3-85e2-4ac3-af53-73b5cc715f53,Feminino,33,Centro-Oeste,"Roupas, Calçados e Acessórios",932.33,1,932.33,7,4
4b996af1-0c61-4555-b857-bfde4799b8f6,Masculino,22,Centro-Oeste,Beleza e Cuidados Pessoais,167.18,4,668.72,9,4
436d8c42-3dca-47f2-a18b-ef56c90b4b3d,Masculino,39,Centro-Oeste,Alimentos e Bebidas,257.6,5,1288.0,4,3
e7712c14-4454-4e7f-90fe-10ef1df8b7e7,Feminino,26,Sudeste,Alimentos e Bebidas,85.39,9,768.51,6,5
109dd7e1-29d7-4f5d-9b0b-375404984362,Masculino,18,Norte,Papelaria e Escritório,101.6,3,304.8,16,3
c01cb951-aaef-41e3-aa95-599ce242ac52,Masculino,34,Norte,Brinquedos,43.49,4,173.96,13,4
d6dc5dc7-28a6-46be-8a53-5ea1453fb890,Feminino,24,Norte,Livros,141.35,3,424.05,14,1
bbed91b0-5421-4714-a0f9-99be73ec8bb2,Feminino,29,Sul,"Roupas, Calçados e Acessórios",1222.12,4,4888.48,5,4
f8b9f422-7b14-4329-9210-f5506289667b,Masculino,38,Nordeste,Casa e Mobílias,651.59,2,1303.18,14,5
5b77af6a-7103-4d6f-b2da-95afe7aa43a5,Feminino,37,Sudeste,Brinquedos,274.17,1,274.17,13,5
56ffddb3-abc9-49e2-9377-7a6de8b8f0fc,Feminino,27,Sul,Beleza e Cuidados Pessoais,254.35,1,254.35,9,5
d9078aa1-67fb-40c8-8654-af8300f45265,Masculino,32,Nordeste,Brinquedos,148.08,4,592.32,12,2
d30bdf6d-1b94-4936-9d82-c864e5ab6ba0,Feminino,40,Centro-Oeste,Ferramentas e Construção,444.42,1,444.42,12,4
036ef93f-9c26-4a73-9e72-de0c0a34c377,Masculino,34,Centro-Oeste,Eletrônicos,2023.39,7,14163.73,7,5
d5ddc0a2-8d7f-4845-ac59-2f6c679dddc1,Feminino,28,Nordeste,Brinquedos,253.62,4,1014.48,9,4
9d05a482-fd35-4a02-8e42-5732e0d1e58e,Feminino,30,Nordeste,"Roupas, Calçados e Acessórios",225.35,1,225.35,7,5
4daefd82-2033-4851-8a43-f1b666cefe47,Feminino,30,Nordeste,"Roupas, Calçados e Acessórios",15.79,4,63.16,12,4
53fecba3-6589-4778-92a1-dc09f9dc8636,Masculino,30,Nordeste,"Roupas, Calçados e Acessórios",1096.17,6,6577.02,4,5
dfeddd17-5429-4868-bc7d-8cdb75a0da25,Feminino,30,Sudeste,Beleza e Cuidados Pessoais,241.66,2,483.32,6,5
c3bf1ca0-9059-4d36-9407-b6ab8c97f8b9,Masculino,45,Centro-Oeste,Brinquedos,188.66,1,188.66,10,2
aca6b5e2-e72c-4748-ad62-a5d0084a043c,Masculino,46,Sudeste,Ferramentas e Construção,597.9,5,2989.5,16,2
da7a406e-af7f-44f3-b005-6b2fe1a7b70c,Masculino,35,Sudeste,Casa e Mobílias,1284.33,6,7705.98,14,4
d9cf816e-3167-4083-8ac0-7e93791392e7,Feminino,34,Sudeste,Alimentos e Bebidas,289.97,10,2899.7,9,3
556f44b9-811b-45f8-8a37-b73628a74344,Feminino,30,Sudeste,"Roupas, Calçados e Acessórios",319.37,5,1596.85,10,5
b0cff1e2-7041-4832-8425-0acacf2989b4,Masculino,31,Nordeste,Esporte e Lazer,810.09,2,1620.18,10,3
768062fb-14ee-4a94-a043-371a68bf7a85,Feminino,31,Sudeste,Alimentos e Bebidas,301.26,4,1205.04,10,5
d451f270-856d-4c67-b067-10ee9f0bf575,Masculino,26,Nordeste,Beleza e Cuidados Pessoais,131.33,7,919.31,5,5
0a8d1787-7091-479f-bf5b-63db44950a1b,Feminino,42,Sul,Eletrônicos,257.56,3,772.68,1,2
f37047a6-92e4-474f-b6e9-da54a53893cf,Masculino,32,Norte,Esporte e Lazer,383.52,1,383.52,8,3
511c54e2-e67a-4106-a3cf-8009c352a2f5,Feminino,19,Sul,Esporte e Lazer,322.38,4,1289.52,6,5
fbfad09e-da41-4057-b187-526a21f7c7da,Masculino,39,Sul,Eletrônicos,1176.57,2,2353.14,12,1
085b0fc9-38ac-4cc0-8419-6d4e8e48a755,Feminino,35,Sudeste,Eletrônicos,234.33,2,468.66,8,4
fd79fb92-59d3-44cb-93f1-2eb9e57e368b,Masculino,46,Centro-Oeste,Esporte e Lazer,415.26,10,4152.6,15,4
3781fe29-bdb4-4574-ae5b-5ba8c8d65858,Masculino,17,Nordeste,Brinquedos,84.77,1,84.77,10,4
202c90ab-a775-4fe0-905b-a6f50efa843e,Masculino,42,Centro-Oeste,Alimentos e Bebidas,309.92,2,619.84,9,2
db9a757c-a222-4f3a-ad59-3677f3bfd7e5,Feminino,34,Sudeste,Beleza e Cuidados Pessoais,247.1,3,741.3,9,4
5bafe09f-4a13-450e-97fb-67993fe0da97,Feminino,25,Sudeste,Esporte e Lazer,196.86,2,393.72,14,4
86d4ce3d-444a-4ecb-b0a5-7836dc8c445d,Masculino,42,Nordeste,Esporte e Lazer,550.71,4,2202.84,15,1
b0ae13f0-8326-41b4-81b1-ab00c0afc449,Feminino,34,Norte,Alimentos e Bebidas,164.24,5,821.2,4,5
75134b9a-02a7-40ed-958b-5f52d8db0d1f,Feminino,28,Sudeste,Alimentos e Bebidas,174.72,4,698.88,13,4
0ed8056e-18dc-4ea0-aefa-dee36cf01392,Feminino,37,Nordeste,Beleza e Cuidados Pessoais,183.28,6,1099.68,5,4
f94bf1c8-b050-48e5-9306-cc5087889930,Feminino,33,Nordeste,Eletrônicos,1298.46,4,5193.84,10,4
e5bc7673-b2f3-4b9d-aa8c-980c3ba15483,Masculino,30,Centro-Oeste,Ferramentas e Construção,645.73,6,3874.38,16,2
96be46f0-4b8f-4669-a6cb-0c9f41211a96,Masculino,18,Nordeste,"Roupas, Calçados e Acessórios",256.39,3,769.17,12,1
c8aaaf4b-d823-4d38-bdad-35f930637fec,Feminino,31,Sudeste,Brinquedos,372.0,1,372.0,10,5
7608d5d8-0131-4cf1-ab39-60e04f1aece9,Feminino,25,Sudeste,Ferramentas e Construção,266.54,2,533.08,13,3
1fb268b8-4629-4720-8aec-434221afcbd4,Feminino,38,Sudeste,Eletrônicos,1646.72,6,9880.32,9,5
d6acd9e9-bb61-425f-81c0-5c000aee5c5b,Masculino,30,Sudeste,Esporte e Lazer,708.48,6,4250.88,11,3
6c168a47-1569-41eb-91de-0b36755f8f54,Masculino,39,Nordeste,Livros,283.68,3,851.04,12,4
37cbe09c-0263-493a-843b-fab2aa139e37,Feminino,24,Sudeste,Eletrônicos,1961.21,1,1961.21,6,5
7396159c-fc04-4eb8-acfe-c15f6d7b4ea4,Feminino,31,Nordeste,Casa e Mobílias,226.55,1,226.55,16,2
e19c0750-803b-4460-b508-bd1932e524aa,Feminino,42,Sul,Papelaria e Escritório,148.08,1,148.08,11,2
c7542164-6809-4713-984c-6b54ad48a4ab,Feminino,35,Sudeste,Alimentos e Bebidas,112.04,3,336.12,10,1
93faddbb-39f6-4737-bf6d-5084ac4096a2,Feminino,35,Sudeste,Livros,211.83,5,1059.15,13,4
5623c88b-972c-4f8a-a0bd-30fe0700f3a9,Masculino,33,Sudeste,"Roupas, Calçados e Acessórios",299.64,4,1198.56,14,5
1d39d9b6-144e-4e42-9244-8c8a6aca68af,Masculino,36,Sudeste,Livros,36.68,4,146.72,12,5
2b85feeb-988c-4d0f-a1af-81fc2a86bc2a,Feminino,31,Sul,Ferramentas e Construção,581.51,7,4070.57,9,1
70131188-a2f2-45e8-aceb-e844c24cff96,Feminino,28,Centro-Oeste,Casa e Mobílias,1235.24,5,6176.2,15,2
e32dddb4-d2f1-4dad-9da8-8604362efbfa,Masculino,44,Centro-Oeste,"Roupas, Calçados e Acessórios",524.36,2,1048.72,8,5
97a372a2-0e4e-4686-a422-8d8b6b18c25c,Masculino,30,Nordeste,Livros,221.22,4,884.88,8,4
946f48c9-761e-4464-a503-75e9b5b3220e,Feminino,20,Centro-Oeste,Beleza e Cuidados Pessoais,37.94,3,113.82,7,5
d981e4d7-980d-4bf0-a0ed-fd2f8ef4896a,Masculino,36,Nordeste,Casa e Mobílias,1054.19,5,5270.95,15,4
923e637c-5f3a-40af-b605-065b13e7fe2b,Masculino,32,Norte,Eletrônicos,112.68,2,225.36,5,5
3d10fd59-31d9-44d0-878e-c101c7754c21,Feminino,24,Sudeste,Eletrônicos,734.02,5,3670.1,10,3
